id,text,label,num_words,clean_text
1576050202888138754,@TarcisioMuniz6 Bolsonaro patrocinou a pizza 🥰,1,6, bolsonaro patrocinou a pizza 🥰
1576050197595291648,"@alexandre Aqui nos comentários, Bolsonaro já está eleito.",1,8," aqui nos comentários, bolsonaro já está eleito."
1576050196097945601,não tenho palavras p descrever a vergonha q eu sinto de ver pobre apoiando o bolsonaro,-1,16,não tenho palavras p descrever a vergonha q eu sinto de ver pobre apoiando o bolsonaro
1576050194390847489,"@Wanderley Vai explicar isso pro @opilhado @CarlaCecato_FC @carlacecatoofic porq eles não aceita críticas ao lixo do bolsonaro, a mesma disse q vai embora do país caso lula ganhe, e vai ganhar, espero q vá mesmo, não vai fazer falta alguma, @RicaPerrone chupa essa manga seus FDO.",-1,46," vai explicar isso pro    porq eles não aceita críticas ao lixo do bolsonaro, a mesma disse q vai embora do país caso lula ganhe, e vai ganhar, espero q vá mesmo, não vai fazer falta alguma,  chupa essa manga seus fdo."
1576050192197259264,@UOL Até a  extrema direita Italiana não quer Bolsonaro 🤣🤣,-1,10, até a  extrema direita italiana não quer bolsonaro 🤣🤣
1576050185733607426,"que lula e bolsonaro oq, o ngc é guedes para presidente",0,11,"que lula e bolsonaro oq, o ngc é guedes para presidente"
1576050180490940418,FELIPE MELO E BOLSONARO O BRASIL E BOLSONARO.  #BolsonaroNoPrimeiroTurno #BolsonaroNoPrimeiroTurno 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/KoC5RZ17NE,1,12,felipe melo e bolsonaro o brasil e bolsonaro.     
1576050179316203520,"￣￣￣￣￣￣￣￣￣|
                FÃ DE
        BRITNEY SPEARS
            NÃO VOTA 
                  EM
           BOLSONARO
         
|＿＿＿＿＿＿＿＿＿＿＿| 
               \ (•◡•) / 
                 \       / 
                    ---
                    |  |",0,18,"￣￣￣￣￣￣￣￣￣|
                fã de
        britney spears
            não vota 
                  em
           bolsonaro
         
|＿＿＿＿＿＿＿＿＿＿＿| 
               \ (•◡•) / 
                 \       / 
                    ---
                    |  |"
1576050167010033664,@tuitakaik O nordeste e assim Bolsonaro não se cria,0,9, o nordeste e assim bolsonaro não se cria
1576050161234518016,"@PeKelmon A sua quadrilha já é a do Bolsonaro corrupto. Foraaaaa Bolsonaro, Bolsominions e assemelhados",-1,15," a sua quadrilha já é a do bolsonaro corrupto. foraaaaa bolsonaro, bolsominions e assemelhados"
1576050160739946497,eu tenho a impressão que quem diz nem lula nem bolsonaro se acha muito inteligente superior revolucionário salvador da pátria,0,20,eu tenho a impressão que quem diz nem lula nem bolsonaro se acha muito inteligente superior revolucionário salvador da pátria
1576050159854956544,Luladrao Seu Lugar é na Prisão! Fora Carniças Esquerdistas! Fora Petralhas! Fora Comunistas! Vão pra Cuba que Te Pariu! Bolsonaro Presidente no 1 Turno!!!!🇧🇷🇧🇷🇧🇷🪖🪖🪖2️⃣2️⃣ https://t.co/cPTj8GG2Kq,-1,25,luladrao seu lugar é na prisão! fora carniças esquerdistas! fora petralhas! fora comunistas! vão pra cuba que te pariu! bolsonaro presidente no 1 turno!!!!🪖🪖🪖2️⃣2️⃣ 
1576050156385861632,"Como que pretos e pretas, gays, lésbicas ou trans podem votar e apoiar o Bolsonaro?? Isso não entra na minha cabeça ainda 🤯 
#LulaNo1ºTurno #LulaDay #ForaBolsonaro",0,26,"como que pretos e pretas, gays, lésbicas ou trans podem votar e apoiar o bolsonaro?? isso não entra na minha cabeça ainda 🤯 
ºturno  "
1576050148211302401,"@joicehasselmann MUIE, NÃO É QUEM CRIA. APRENDE. O EXECUTIVO É PRA FAZER E ELE FEZ. O NOME JÁ DIZ: PODER EXECUTIVO = PODER DE EXECUTAR. A GESTÃO BOLSONARO EXECUTOU TUA LISTINHA, ENTRE MUITAS OUTRAS, NUNCA EXECUTADAS POR GOVERNOS ANTERIORES.",0,39," muie, não é quem cria. aprende. o executivo é pra fazer e ele fez. o nome já diz: poder executivo = poder de executar. a gestão bolsonaro executou tua listinha, entre muitas outras, nunca executadas por governos anteriores."
1576050146109837312,"nao deixem o bolsonaro ganhar, por favor",0,7,"nao deixem o bolsonaro ganhar, por favor"
1576042561730289665,@AlinedeArajoMa1 Vota no Ciro e muda a vida do país pra melhor!,1,12, vota no ciro e muda a vida do país pra melhor!
1576042554357080064,@deluca_joao @ManuelaDavila Eu vou de Ciro 12,1,7,  eu vou de ciro 12
1576042549063479296,"PESQUISA BRASMARKET 30/09

Jair Bolsonaro : 45,4%  
Luiz Inácio Lula da Silva : 30,9%  
Ciro Gomes : 6,2%  
Simone Tebet : 5,2%  
Soraya Thronicke: 0,8%  
Felipe D'Ávila: 0,3% 
Padre Kelmon: 0,3% 
Demais candidatos:1%  
Branco/Nulo: 2,6% 
Não sabe: 8,3%

#BolsonaroNoPrimeiroTurno",0,39,"pesquisa brasmarket 30/09

jair bolsonaro : 45,4%  
luiz inácio lula da silva : 30,9%  
ciro gomes : 6,2%  
simone tebet : 5,2%  
soraya thronicke: 0,8%  
felipe d'ávila: 0,3% 
padre kelmon: 0,3% 
demais candidatos:1%  
branco/nulo: 2,6% 
não sabe: 8,3%

"
1576042540880433152,"@Bic2601 @CaiafaAgatha Como ele mesmo disse, nos primeiros 6 meses ninguém quase vai contra e é ai que começa a mudar as coisas.

Eu vou de Ciro 12, pois é o que julgo ser a melhor opção e me recuso a votar em quem não acredito.
Essa de votar em um pra tirar outro só afunda mais o país.",1,59,"  como ele mesmo disse, nos primeiros 6 meses ninguém quase vai contra e é ai que começa a mudar as coisas.

eu vou de ciro 12, pois é o que julgo ser a melhor opção e me recuso a votar em quem não acredito.
essa de votar em um pra tirar outro só afunda mais o país."
1576042515027087360,Ciro neles @cirogomes,1,3,ciro neles 
1576042513588453376,@GuilhermePenta @PauloVieiraReal Ficou com raiva pq Ciro ficou gagá muito jovem,-1,11,  ficou com raiva pq ciro ficou gagá muito jovem
1576042484378980354,"O perfil de quem deixa de votar faz com que Lula perca proporcionalmente muito mais votos, isto deixa a chance de não ter segundo turno nula. 0,0%.
Todo analista politico sabe disto, mas não fala.
Domingo Vote Certo, Vote Ciro 12.
#VoteCertoVoteCiro https://t.co/4VzSVxOv7m",1,43,"o perfil de quem deixa de votar faz com que lula perca proporcionalmente muito mais votos, isto deixa a chance de não ter segundo turno nula. 0,0%.
todo analista politico sabe disto, mas não fala.
domingo vote certo, vote ciro 12.
 "
1576042481690775552,"@souza_iuly @RamaoPalacio Não entendi o que vc quis dizer na 1a parte e sobre Ciro, pq vc acha que se trata de ego? Ser eleito tem um peso de conquista pessoal, mas desde quando propor o que ele propõe é egoico? Acho que vc não o acompanha, leu o livro ou o plano de governo. Ele não fez nada sozinho...",-1,60,"  não entendi o que vc quis dizer na 1a parte e sobre ciro, pq vc acha que se trata de ego? ser eleito tem um peso de conquista pessoal, mas desde quando propor o que ele propõe é egoico? acho que vc não o acompanha, leu o livro ou o plano de governo. ele não fez nada sozinho..."
1576042468419985408,"nessa versão eu concordei com o ciro, vou votar com ódio msm kkkkkkkkk https://t.co/OrcpCoeCKv",1,14,"nessa versão eu concordei com o ciro, vou votar com ódio msm kkkkkkkkk "
1576042461008637953,"@faelleaf @akdsr12 N haverá vitória no 1T, Lula n conseguiu isso qnd tinha a popularidade no auge, imagine agora ele e JB sendo os candidatos + rejeitados. Então votar no Ciro ou outro qlq ajuda a tirar JB. N quero anular meu voto, quero exercer minha liberdade de votar em q eu quiser. Fica na paz.",1,56,"  n haverá vitória no 1t, lula n conseguiu isso qnd tinha a popularidade no auge, imagine agora ele e jb sendo os candidatos + rejeitados. então votar no ciro ou outro qlq ajuda a tirar jb. n quero anular meu voto, quero exercer minha liberdade de votar em q eu quiser. fica na paz."
1576042457589874688,"@Rodrigodigao131 @Simoniibr Inclusive, o Ciro esteve aqui para votar no segundo turno, mas virou meme. Só pra finalizar.",-1,18,"  inclusive, o ciro esteve aqui para votar no segundo turno, mas virou meme. só pra finalizar."
1576042441182150657,"@senadorhumberto Kkkk , a surpresa será grande né @ciro_nogueira 🤭🇧🇷",0,10," kkkk , a surpresa será grande né  🤭"
1576042436711026689,"Momentos antes da disgraça acontecer
O Ciro: https://t.co/4eY0qt3UCK",-1,8,"momentos antes da disgraça acontecer
o ciro: "
1576042435574403073,"A grande maioria das pessoas que votam no Lula e Bolsonaro tem algo em comum, todos votariam no Ciro caso não existisse essa polarização. Minha família está assim dividida mais o consenso é um só Ciro Gomes. Vou tentar até o fim unir minha família e levar #CiroNoSegundoTurno",1,48,"a grande maioria das pessoas que votam no lula e bolsonaro tem algo em comum, todos votariam no ciro caso não existisse essa polarização. minha família está assim dividida mais o consenso é um só ciro gomes. vou tentar até o fim unir minha família e levar "
1576042423414706180,"@livialvesssss Se for contra os juros exorbitantes praticados pelos bancos, aí que o bixo pega, só Ciro bate de frente",1,20," se for contra os juros exorbitantes praticados pelos bancos, aí que o bixo pega, só ciro bate de frente"
1576042408340770816,"@jhjacinto_ @DaniloGentili A carreira política do Ciro morreu ontem com as atitudes dele.
Trabalhou o debate inteiro em prol do miliciano.",-1,21,"  a carreira política do ciro morreu ontem com as atitudes dele.
trabalhou o debate inteiro em prol do miliciano."
1576042408328187904,@batistajaque_ Ciro 12 é o mais preparado. https://t.co/NW6ZljV9cQ,1,8, ciro 12 é o mais preparado. 
1576042397653299201,"@katrisq @Romynho74 @wandergale @futtmais Ciro não está focado em 2022 e sim em 2026.
Ele sabe que o Bolsonaro leva essa.
Por isso está desvinculando a sua imagem de LulaDrão e dando porrada no pinguço. Assim ele vai tentar conquistar os eleitores anti-lula com pautas NACIONALISTAS.",1,46,"    ciro não está focado em 2022 e sim em 2026.
ele sabe que o bolsonaro leva essa.
por isso está desvinculando a sua imagem de luladrão e dando porrada no pinguço. assim ele vai tentar conquistar os eleitores anti-lula com pautas nacionalistas."
1576042373095649280,"@rochaghellen Relaxa hellen, muitas pessoas estão nessa situação. Mas pesquise, ainda há tempo. Veja o wikipedia com o histórico do Ciro. https://t.co/7SNblrjVqc

Tem muita coisa que pode te surpreender, qualquer dúvida só perguntar.",0,33," relaxa hellen, muitas pessoas estão nessa situação. mas pesquise, ainda há tempo. veja o wikipedia com o histórico do ciro. 

tem muita coisa que pode te surpreender, qualquer dúvida só perguntar."
1576042352258748416,"@cirogomes Ele fala tanto que o Lula se auto-elogia pelos anos como presidente, mas Ciro faz o mesmo em relação ao seu governo no Ceará! Hipocrisia!",-1,26," ele fala tanto que o lula se auto-elogia pelos anos como presidente, mas ciro faz o mesmo em relação ao seu governo no ceará! hipocrisia!"
1576042347854454784,@jnascim @LulaOficial Detalhe: os irmãos de Ciro não participaram da agenda dele (a primeira e única no CE),0,18,  detalhe: os irmãos de ciro não participaram da agenda dele (a primeira e única no ce)
1576042346042777601,"as eleições de definem em bolsonaro e lula de macetando,padre de festa junina e o Ciro de enfeite",0,18,"as eleições de definem em bolsonaro e lula de macetando,padre de festa junina e o ciro de enfeite"
1576042336202551296,@batistajaque_ Ciro é uma ótima opção pra quem quer tirar o bolso do 2º turno,1,15, ciro é uma ótima opção pra quem quer tirar o bolso do 2º turno
1576042293659697152,"CIRO GOMES é o político família, nome limpo e patriota como o eleitor bolsonarista acredita que Bolsonaro é
CIRO GOMES tem os projetos, e é de esquerda da maneira que os lulopets esperam de lul@",1,35,"ciro gomes é o político família, nome limpo e patriota como o eleitor bolsonarista acredita que bolsonaro é
ciro gomes tem os projetos, e é de esquerda da maneira que os lulopets esperam de lul@"
1576042283493122048,Se o povo se unir Ciro ou Simone ganha essa eleição e só povo tirar o foco de 22 ou 13 que tudo flui,0,24,se o povo se unir ciro ou simone ganha essa eleição e só povo tirar o foco de 22 ou 13 que tudo flui
1576042269542842368,Me sentindo cada vez mais o Ciro,1,7,me sentindo cada vez mais o ciro
1576042264430018561,"@DorgivalFirmin3 @FabioPorchat @LulaOficial Ciro não tira o Bolsonaro, esse é o argumento pra convencer ...",0,15,"   ciro não tira o bolsonaro, esse é o argumento pra convencer ..."
1576042256246505472,"@zanittei Lula:48%
Bolsonaro:38%
Ciro:8%
Tebet:6%",0,5," lula:48%
bolsonaro:38%
ciro:8%
tebet:6%"
1576042253281525760,Eu poderia ter ido pro ciro e minha vida estaria normal agr,0,12,eu poderia ter ido pro ciro e minha vida estaria normal agr
1576042252052242432,@batistajaque_ Ciro Gomes é uma boa escolha,1,7, ciro gomes é uma boa escolha
1576042250500734977,"bagi vc me perdoe mas eu acho q a carina votaria muito no ciro com a desculpa de ""ai mas o pt"" https://t.co/qhOA4Ia6Ny",0,23,"bagi vc me perdoe mas eu acho q a carina votaria muito no ciro com a desculpa de ""ai mas o pt"" "
1576042243126763520,tadinho do ciro kkkkk,-1,4,tadinho do ciro kkkkk
1576042241939734528,"@batistajaque_ Vamos de Ciro, único candidato com projeto de país, ficha limpa e com vasta experiência em administração pública.",1,19," vamos de ciro, único candidato com projeto de país, ficha limpa e com vasta experiência em administração pública."
1576042228673224706,@TEREZINHANOGU16 Estamos juntos.  Ciro Gomes vai ao segundo turno.,1,9, estamos juntos.  ciro gomes vai ao segundo turno.
1576042224525058048,@batistajaque_ Ciro. Sem dúvidas,1,4, ciro. sem dúvidas
1576042221844910080,@rochaghellen Pra não errar de jeito nenhum é Ciro!! https://t.co/4gZtzR4mzB,1,10, pra não errar de jeito nenhum é ciro!! 
1576042199661555713,"@Miltonneves Rapaz eu vou é no Ciro Gomes. Maluco inteligente, ficha limpa, não tem rabo preso com ninguém e tem um projeto bem elaborado de país. Vou de 12 com força!",1,31," rapaz eu vou é no ciro gomes. maluco inteligente, ficha limpa, não tem rabo preso com ninguém e tem um projeto bem elaborado de país. vou de 12 com força!"
1576042181378584576,"@batistajaque_ @joaogerardobr Vamos de Ciro irmã.
3 aposentadorias que tinha direito e abriu mão. Nunca usou cartão corporativo. Ficha limpa. Único com projetos pro Brasil.
Ciro 12",1,27,"  vamos de ciro irmã.
3 aposentadorias que tinha direito e abriu mão. nunca usou cartão corporativo. ficha limpa. único com projetos pro brasil.
ciro 12"
1576042179063009281,"@batistajaque_ É a Turma que engaja e quando recebem a notificação eles correm para ajudar na decisão dos indecisos... eu era um que não sabia em quem votar até que me apresentaram o projeto do Ciro. 😅

Dia 2 eu votarei 12 com esperança e espero que você consiga se decidir até lá. 🥰 https://t.co/BB7a1TKxwF",1,55," é a turma que engaja e quando recebem a notificação eles correm para ajudar na decisão dos indecisos... eu era um que não sabia em quem votar até que me apresentaram o projeto do ciro. 

dia 2 eu votarei 12 com esperança e espero que você consiga se decidir até lá. 🥰 "
1576042149652860928,"@andalb_ Ciro Gomes é muito inteligente

Besteira tentar negar o óbvio",1,11," ciro gomes é muito inteligente

besteira tentar negar o óbvio"
1576042145583988741,"@larisssafranca Ciro 12 é o melhor. 
Lule fez de tudo para acabar com os demais candidatos só para aumentar o ódio e a polarização. https://t.co/0njTuU8Kox",0,25," ciro 12 é o melhor. 
lule fez de tudo para acabar com os demais candidatos só para aumentar o ódio e a polarização. "
1576042128081551360,"mulher supera, tá pior q o ciro gomes https://t.co/D9zPZFZtKo",-1,9,"mulher supera, tá pior q o ciro gomes "
1576042102412046336,ciro eu tô achando você nervoso,-1,6,ciro eu tô achando você nervoso
1576041257452769280,"Que coisa grave desse jornal, propagar uma fake news tão séria para prejudicar as eleições. 
Muito estranho. https://t.co/yCce0bmtdM",-1,18,"que coisa grave desse jornal, propagar uma fake news tão séria para prejudicar as eleições. 
muito estranho. "
1576041249735208960,"@AvicoBrasil ANOTEM: Bolsonaro perderá as eleições pela quantidade de eleitores bolsonarista mortos na pandemia. 

A postura de politicamente incorreto irresponsável antivax e a politização da COVID19 terá um custo eleitoral.

Muitos bolsonaristas morreram, alguém sabe quantos?",-1,36," anotem: bolsonaro perderá as eleições pela quantidade de eleitores bolsonarista mortos na pandemia. 

a postura de politicamente incorreto irresponsável antivax e a politização da covid19 terá um custo eleitoral.

muitos bolsonaristas morreram, alguém sabe quantos?"
1576041246631817217,É impossível Bolsonaro ganhar essas eleições. Você dizer que apoia o Ladrão é muito mais aceito socialmente que dizer que apoia o maluco.,-1,23,é impossível bolsonaro ganhar essas eleições. você dizer que apoia o ladrão é muito mais aceito socialmente que dizer que apoia o maluco.
1576041232786427905,"Compartilho a entrevista ao programa En Conexión, de Miami, conduzido por @cmrondon, no qual falamos sobre as eleições presidenciais brasileiras. 
https://t.co/oUoDtCRLcA
@jgonzalezok 
@ernescoco",0,23,"compartilho a entrevista ao programa en conexión, de miami, conduzido por , no qual falamos sobre as eleições presidenciais brasileiras. 

 
"
