edit_history_tweet_ids,id,text,label
['1597655917360603136'],1597655917360603136,"@PastorMalafaia Você gritou aos quatro cantos que Adelio era ligado a presidenta Dilma,ainda atacou o governador da Bahia com mentiras,lembra",-1
['1597655875438936065'],1597655875438936065,"Segurança Pública também tem figurinha dourada e figurinha repetida! 

Para que as nossas ruas sejam mais seguras para todes é preciso inovar. Fazer mais do mesmo não é suficiente. Pior que repeteco, tem governador escalando propostas furadas! 👀 https://t.co/UJM1zHHFDO",-1
['1597655765384585217'],1597655765384585217,@CarlosBolsonaro Verdade eu tomei e foi a ajuda que tiver pra não morrer do COVID em 2020 se dependesse do Governador do Pará já tinha morrido.,-1
['1597655581363691521'],1597655581363691521,@FotosDeFatos Tem o pior governador de todos os Estados! 💩,-1
['1597655502485590016'],1597655502485590016,"@pavao9111 Um governador eleito se encontra com gente de todo tipo, até com esses bosta de toga",-1
['1597655437318713344'],1597655437318713344,@profpaulamarisa @lbregalado Para de querer criar narrativa minha irmã! Qual a tua?? O agora é governador eleito tem compromissos q ele não pode mais se esquivar! Bom q a gente vai conhecendo quem é quem nesses “influenciadores”.,-1
['1597655332821819392'],1597655332821819392,@suIfurico SIM EU MORO NA ILHA DO GOVERNADOR!,0
['1597655285916925953'],1597655285916925953,@Mi_apenas @profpaulamarisa @tarcisiogdf Logo agora que estão falando que ficará responsável pela segurança do Estado de SP? Vamos descredibilizar o Governador eleito!,-1
['1597655173731680257'],1597655173731680257,"Se aprovado, o salário do próximo governador de São Paulo, Tarcísio de Freitas, pode subir de R$ 23 mil para R$ 34,5 mil

https://t.co/tdITwxehOn",0
['1597655053816713216'],1597655053816713216,Boa tarde pra quem vai ter que usar máscara enquanto o governador (petista) anda por aí sem. https://t.co/QQHsvsqZ1y,-1
['1597655005171179522'],1597655005171179522,"@leiladovolei Infelizmente, teremos q te aguentar mais 4 anos mas já pode ir se despedindo da política! O DF já mostrou nestas últimas eleições para governador q vc não passa de mais uma oportunista, q nada construiu de bom na política e nem vai, já q apoia a corrupção! Vergonha!",-1
['1597654917124358146'],1597654917124358146,"@brasil247 Aff! Zema encontrando com a Transição de Lula. Sou mineira e ñ gosto deste tal governador. 
#ForaExtremaDireita",-1
['1597654801973596161'],1597654801973596161,@pavao9111 Não estou entendendo. O cara foi eleito a governador é ministro tem que falar com esses animais até caírem ou você quer que caras calem ele olha a cara do Tarcísio de desconforto nada a ver essa publicação desculpa parece que quer criar atritos temos muito em se preocupar,r
['1597654510897598465'],1597654510897598465,@helderbarbalho Parabéns governador,1
['1597654361077075969'],1597654361077075969,"Apos a aprovação do aumento do ICMS em tempo recorde na @Alepa_com eis o Governador Hélder Barbalho (ele nos bloqueou em todas as redes sociais) cantando para os 70% que o elegeu no PARÁ: ""SAL, SAL, SAL NO POVO OTÁRIO!"" https://t.co/seqgRGbgT2",1
['1597654315577270272'],1597654315577270272,Até Quando governador @claudiocastroRJ @PMERJ ? https://t.co/gCq3JLcxHj,0
['1597654135867723776'],1597654135867723776,@CarlosBolsonaro quem é o presidente ? quem é o governador ?,0
['1597654122190491648'],1597654122190491648,@eusouamom A cidade toda tá abandonada não temos secretário de segurança nem governador,-1
['1597654083829379073'],1597654083829379073,"@rodrigogarcia_ Não tiro o seu mérito governador @rodrigogarcia_ mas, na minha humilde opinião, 90% do sucesso foi iniciado e realizado na gestão do @jdoriajr parabéns aos dois 👏👏👏",1
['1597654006628864037'],1597654006628864037,Pode ser votado hoje: aumento de salário do governador de SP https://t.co/Q4BugmXsHj,0
['1597653866954518528'],1597653866954518528,Ate cego ver a montagem.o tarcisio com os braços esticados sem nada na frente dele pra degustar enqto na frente do ministro fartura de comida.o governador eleito nao come nem bebe???? https://t.co/puXPK74GKQ,0
['1597653741217656833'],1597653741217656833,"@iagonfire Tarcísio não é aquele cara
 eleito governador de SP?",0
['1597653589727793153'],1597653589727793153,@BelemNoticiass Parabéns mesmo governador Helder está fazendo uma ótima gestão pública ele precisa dinheiro para honrar seus compromissos educação saúde social ele está certíssimo todos governo trabalhar dinheiro imposto que pagamos Parabéns governador Helder,1
['1597652648081104897'],1597652648081104897,@douglasdobispoo Continuem elegendo castro pra governador que é isso aí que vão continuar vendo,-1
['1597652455927455748'],1597652455927455748,@mikikadinis @tinojunior @recordtvrio Só jogando uma bomba e começando outra vez. Mas o maior bandido é o governador carioca.,-1
['1597652439980978176'],1597652439980978176,@celmarcosrocha Avante Governador 🚨🚨 https://t.co/3iu9eJbrJe,0
['1597652372628852736'],1597652372628852736,"@costa_rui AAAAAAAAHHHHHHHHHHH ENTENDI..

MAS NOS JOGOS DO BRASIL, VALE FICAR SEM ENTAO SR. GOVERNADOR?

PARA ASSISTIR COM OS AMIGOS, AI PODE NÉ?",-1
['1597652299047993344'],1597652299047993344,@ratinho_jr querendo ser um governador pior que o maldito do @BetoRicha https://t.co/mdKC7elSik,-1
['1597652141900193793'],1597652141900193793,"Governador ‘embromation’ retira regime de urgência do Projeto que taxa o Agro no Paraná, mas não retira o Projeto da Assembleia. Abra o olho! https://t.co/cr4WMrvrMo",0
['1597652067484504064'],1597652067484504064,"@anitablian Tarcísio foi eleito governador e agora tem que conviver com esses lixos.
Não demora terá que receber Luladrão.
São os ossos do ofício.",-1
['1597652032651145216'],1597652032651145216,"Governador do estado do Pará, Helder Barbalho enviou a Alepa um projeto que aumenta o ICMS para 19%, deixando o povo com mais dificuldade além do que já está. Digo aos que votaram no Helder, faz o L.",-1
['1597651848433127424'],1597651848433127424,A criação de uma secretaria específica das mulheres por parte da gestão do governador @tarcisiogdf é um grande acerto na concretização de mais políticas públicas de combate à desigualdade de gênero e à violência contra a mulher. Terá o meu apoio e atende uma solicitação que fiz!,1
['1597651761975951360'],1597651761975951360,"O governador já bateu o martelo, PM RO 2023 @prof_evandro 🚨🇧🇷",0
['1597651383632945152'],1597651383632945152,@bnews_oficial Provavelmente só era arma registrada não é bando de desonestos? Gostaria de ouvir o secretário de segurança e atual Governador.,-1
['1597651252426440704'],1597651252426440704,"Após entrevista do governador ao Valor pedindo ‘tratamento igualitário’, gestão destaca que é preciso reduzir impacto da perda de R$ 5,5 bilhões com ICMS em 2023

Confira todas as informações em nosso site.

🔗https://t.co/tjoALDexXS

📸Wesley Costa

#noticia #noticias https://t.co/UAoZ3PplBy",0
['1597651167068446721'],1597651167068446721,"@tassojereissati Caro Senador, espero que o Sr. vote contra essa absurda PEC do Quinquênio 63/2013. Como governador do Ceará, o Sr. foi um grande alicerce do controle de gastos do Estado do Ceará, modernizando-o para a iniciativa privada.",1
['1597651101163343872'],1597651101163343872,"🚨 URGENTE 🚨
PM RO 2023 Anúncia O Governador @celmarcosrocha  Reeleito no Estado de Rondônia!",0
['1597650994711916544'],1597650994711916544,@Specterrrrr Cadê o governador???,0
['1597650781175484416'],1597650781175484416,"Assaí Atacadista anuncia 200 vagas com e sem experiencia em sua nova Loja na Ilha do Governador RJ - 
Confira nossos destaques: https://t.co/tTrp8nGIQ0
https://t.co/WBfDqjTjfa",r
['1597650553080791040'],1597650553080791040,"Assaí Atacadista anuncia 200 vagas com e sem experiencia em sua nova Loja na Ilha do Governador RJ - 
Compartilhe com seus amigos!
Confira nossos destaques: https://t.co/tc6eMYcyJz
https://t.co/CL6AQFVN5L",r
['1597650529102008321'],1597650529102008321,"Assaí Atacadista anuncia 200 vagas com e sem experiencia em sua nova Loja na Ilha do Governador RJ - 
Compartilhe com seus amigos!
Confira nossos destaques: https://t.co/tEfyZzOC2i
https://t.co/rZa3PGNYMB",r
['1597650311489126400'],1597650311489126400,"Esse aí é ponta firme.. Tarcisão do asfalto, meu governador!

https://t.co/tpfrUCP0wH",1
['1597650108128321536'],1597650108128321536,"@tinojunior Sim,tem mostrar sim , principalmente para nosso governador pois ele mandou o secretário dele recepcionar o bandidos no presídio e nosso presidente liberou armas geral",-1
['1597649999617495040'],1597649999617495040,"CADÊ OS HELICÓPTEROS DO ESTADO?? NOS TEMPOS DO SÉRGIO CABRAL ATENDIA A FAMÍLIA DO GOVERNADOR, E HOJE, ALGO MUDOU???#BalançoGeralRJ",0
['1597649804196478977'],1597649804196478977,"Tino, MOSTRA SIM. O Governador, depois de reeleito, esqueceu a Segurança Pública   #BalançoGeralRJ",-1
['1597649804091305984'],1597649804091305984,@tinojunior Tem que mostrar tudo para vê se governador faz alguma coisa estamos cansados.,-1
['1597649734239649793'],1597649734239649793,"@riodenojeiraofc @PMERJ E aí @claudiocastroRJ até quando o carioca vai passar por isso? Tu não foi reeleito? Alô @tinojunior e @recordtvrio da uma ajuda, tem como ver se o o governador esta dormindo em berço explendido.",-1
['1597649660822581248'],1597649660822581248,"@BolsonaroSP @guilherme_amado O governador pau mandado e o Kassab vão fazer uma lambança inesquecível no estado de SP... assistindo de camarote 10, 9, 8....",-1
['1597649607739453445'],1597649607739453445,"@pavao9111 Estratégia para desanimar. 
Todo dia vão colocar fotos e histórias para deixar o pessoal revoltado e desanimado.
A meta é desmoralizar as FFAA e o Presidente Bolsonaro indiretamente.
Olha lá Generais de esquerda.
Olha lá o filho foi ver a copa.
Olha lá o Governador traidor.....",0
['1597649549929381888'],1597649549929381888,@CarlosBolsonaro O governador é bolsonarista,0
['1597649505784336387'],1597649505784336387,"Tino, MOSTRA SIM. O Governador, depois de reeleito, esqueceu a Segurança Pública  #BalançoGeralRJ",-1
['1597649419788132352'],1597649419788132352,"@profpaulamarisa Caramba, isso já virou fofoca. Existe uma coisa chamada política. Ele é governador de São Paulo. Vai para o quartel e não divide a direita.",0
['1597649200984260609'],1597649200984260609,"MOSTRA SIM. O Governador, depois de reeleito, esqueceu da Segurança Pública #BalançoGeralRJ",-1
['1597649167681134592'],1597649167681134592,@WalBorgesSP Será um governador que transformará Sp pra nunca mais o povo esquecer dele. Homem inteligente e íntegro,1
['1597649088237166592'],1597649088237166592,"@costa_rui Esse aqui é você de máscara, governador? https://t.co/cX4btJjspX",0
['1597649012852596736'],1597649012852596736,"Lista tríplice é encaminhada ao governador Ronaldo Caiado para escolha de desembargadores
via @podergoias 
https://t.co/mh8AHfbnQZ https://t.co/XWO0f5X1ve",0
['1597648996507734016'],1597648996507734016,"@mc_yukio @mmartnf @Frances_Carli @gabrierreira Já morei fora da zona sul, mas não na ZO onde é mais complicado mesmo. Mas, por exemplo, os ônibus da Ideal que opera na Ilha do Governador são bem oks, e tem linhas com ônibus novos. Enfim, comparando com BH q é meu parâmetro, eu não achei os ônibus q usava no Rio piores.",r
['1597648833017958401'],1597648833017958401,"@lcmbarros professor, oq acha do governador alckmin na fazenda?",0
